logFC	AveExpr	t	P.Value	adj.P.Val	B	Genes	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	Cluster	Alpha
2.08834786511581	-1.81763013080888	10.5402668281046	3.66786765902859e-23	1.08771247819468e-22	41.2764411485599	LINC00989	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.08622829310681	0.341905154757138	11.2902393066278	6.0768096046136e-26	1.98457832657001e-25	47.5090515010134	MIAT	1.78718908617021e-68	3.32548805626009	0.315	0.045	2.08386247447447e-64	NK/T	NK/T	1
2.0841355814274	-1.6771482489133	18.81610825879	1.79236189604233e-57	1.68994121626848e-56	119.942101716205	AC005632.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.0826007546678	-2.30411581854938	15.2047924224042	9.02495961905943e-42	5.0122965555559e-41	83.9149739150524	AC120024.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.08103685494413	-2.08318519761371	12.1069953937825	4.42541657238004e-29	1.59787941888226e-28	54.8250585929314	LINC01001	1.30120129986796e-24	2.84696701779929	0.446	0.124	1.51720071564604e-20	monocyte/macrophage	monocyte/macrophage	1
2.07303449312102	-2.27080582534948	12.9719801380157	1.63928863681339e-32	6.6177825764956e-32	62.6876344170484	AP000446.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.0660504223897	0.602143475700707	22.162038548169	3.00325913753622e-72	5.10374217504659e-71	153.807745336259	AC022098.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.06310111891886	-2.05073399907278	12.4836409366322	1.46073638312399e-30	5.50540485432388e-30	58.2122215859475	AC005753.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.06031097382998	-1.3984412453573	11.4047544441406	2.24024137288857e-26	7.38421023955606e-26	48.6101770566713	AL117339.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.06015035881588	-1.86086746739103	12.4093279289697	2.87383082912356e-30	1.07456283175924e-29	57.5251868599811	AC011450.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.05822202446603	-1.38867349030952	15.2816118182357	4.25342230143277e-42	2.40942365099126e-41	84.6319530602994	AC108134.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.05806759986437	-1.91406999876169	19.9919627008418	1.14755630868398e-62	1.39177983078852e-61	131.878514703665	AC011466.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.05644423920823	-2.06716208524609	9.18658206711936	1.99822969120238e-18	5.03192179559216e-18	30.4826889820834	AC092535.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.05391961250858	-2.14818939182358	14.7933806275001	4.98017154032554e-40	2.65173111284126e-39	79.9162221183094	AC009054.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.05171746709077	-2.61694090392114	16.750021202297	2.03688272937006e-48	1.42031282210129e-47	99.1731750585691	AC073475.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.04941360544115	0.949222111891467	12.0135298522186	1.02409291281432e-28	3.65122573689326e-28	53.8226583266341	AL121790.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.04842836196758	-0.724038416843365	14.1498986301187	2.46697851334858e-37	1.18065514686058e-36	73.6791003201389	AC112484.5	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.04563533155934	-2.62763668891666	16.9604014322668	2.47630010579531e-49	1.77468174248664e-48	101.274377741505	AC104170.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.04507870374554	-2.60855854970047	15.1105375014682	2.2682296248603e-41	1.24511328343395e-40	83.0040037071728	AC114939.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.04434967096321	0.149576645026449	8.77758694049611	4.4783499714912e-17	1.06713326776591e-16	27.2747411289712	LINC00960	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.04285855042598	0.541877795152385	16.3900999087318	7.40738675086437e-47	4.96977862859411e-46	95.4599045751804	AC010210.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.0409314179958	-1.2210245728897	14.1272657658809	3.06366312187143e-37	1.45639462979416e-36	73.4880193069184	AC092296.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.03959820234274	-1.23318503023357	13.7862526177198	7.89544495008065e-36	3.57372771424703e-35	70.2524852862993	C1orf220	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.03758202647728	-1.25078597540099	14.7214608606281	1.00068429561066e-39	5.24943074111469e-39	79.1900791081243	AC037459.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.0358742733221	-1.47625457732667	10.1430203809456	9.86629466059872e-22	2.77783177051381e-21	38.0021476218165	AC107223.1	5.22882156909063e-162	2.84563095074765	0.449	0.01	6.09680594955967e-158	erythroid	erythroid	1
2.03141604886781	1.25474005681035	17.9393050295426	1.29504843504713e-53	1.06841495891388e-52	110.945845751142	AC048341.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.0302707651223	-2.28579754009964	16.3716958727549	8.8979199556459e-47	5.95573038540638e-46	95.4020501991976	AC021739.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.03016211195127	-2.22847454768449	16.2764792511215	2.29582834935563e-46	1.51173105695389e-45	94.4566636682603	AC109460.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.02847371065196	4.03109532867041	13.385983803134	3.44926229441985e-34	1.47647155227203e-33	66.2437981191366	CARMN	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.02377817716647	-0.502159443893431	13.8880903532427	3.0007536582885e-36	1.37801600035967e-35	71.1797255769869	AC024560.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.01898257491329	-2.08469384518943	14.6225420129749	2.60846793988864e-39	1.34842113176757e-38	78.2643865689969	AC093799.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.01850058349328	-0.434489861944897	8.93186591774979	1.40088367315258e-17	3.39224220512545e-17	28.4730142947608	AC091544.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.01383357400496	-1.39423693279826	14.5699136677032	4.33917816391663e-39	2.22284975256235e-38	77.7361824622998	AC023355.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.01276503653087	1.65837228476435	21.43413469388	4.86029303953294e-69	7.37620943646763e-68	146.39252854685	AP000873.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.00940752215413	-2.10622086186431	14.7813231443261	5.59863980766533e-40	2.97545688654573e-39	79.7990068322349	AL139246.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.00812423294846	2.13789911777782	9.2067131598663	1.71061442677323e-18	4.3229953189514e-18	30.3945882190702	DUXAP8	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.00717805811629	-2.10097956278028	12.8748199932861	4.02825619260177e-32	1.61243879754638e-31	61.7897383346002	AL355075.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.006250561672	-2.54301491310118	10.2316857264869	4.76175508593582e-22	1.35273883222081e-21	38.7553679476008	AC025774.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.00257923896994	0.0649908662526564	12.206529550942	1.80499947975121e-29	6.58430401482509e-29	55.6015840496819	AL355916.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.00136885255727	-2.6280103836142	12.4856727809439	1.43392208857662e-30	5.41153043534634e-30	58.2504550104484	AC090510.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.000297674372	-0.18438990230118	4.19521701058877	3.33968044450521e-05	4.80385864242564e-05	0.559809232260225	AC119673.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.00023786096117	-0.812335687251228	15.3959963364345	1.38501512245206e-42	7.9891725965832e-42	85.7286431752987	AC006299.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
2.00020266148139	-1.11259541115995	17.828342629216	3.97431020481865e-53	3.23183162214193e-52	109.934205284245	AC013486.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.99888697500409	1.25786087351157	13.2560793024319	1.1645095523103e-33	4.88887294298319e-33	65.1331097751213	CASC15	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.99759611229901	-1.85825761182157	11.8416671152544	4.75214071762107e-28	1.65886535751643e-27	52.4429571397585	AC243960.1	5.02784777553835e-11	1.34676949770647	0.297	0.118	5.86247050627771e-07	B lineage	B lineage	1
1.99748704645736	1.38277705856349	13.1619882927768	2.80297609857618e-33	1.16983031878812e-32	64.2579295481204	AC073957.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.99646120096871	-1.3287727631734	14.4896804768001	9.416330703312e-39	4.74663348774413e-38	76.9492665453937	LINC02580	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.99597789217351	0.286865576630901	9.90156609506783	7.03944473299632e-21	1.91359618316509e-20	35.944628451275	LINC00893	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.99573788583453	-1.63104427663794	15.3056219494777	3.36150917177221e-42	1.91950966388119e-41	84.8811168154884	AC025449.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.99549858773259	0.267442944402308	15.4745918252612	6.39854981582403e-43	3.7674448915578e-42	86.437759128104	AC245060.6	5.45936837719721e-07	2.03281630977673	0.154	0.059	0.00636562352781195	B lineage	B lineage	1
1.99425013843308	-1.2867775778726	17.4106591449586	2.68413749346184e-51	2.04773715227008e-50	105.742079167035	AL391840.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.98803261524099	-2.74623979275362	12.7761793081004	1.00064317474068e-31	3.94420184710286e-31	60.9015071270236	AL513190.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.98401034877615	-2.21476464166347	13.7538037100254	1.07403060702474e-35	4.80772691283313e-35	69.9820155927585	AL161729.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.98253985672928	-2.29840543698628	13.8146616508139	6.02950844247812e-36	2.7510843986741e-35	70.54786877881	AC063944.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.98083154484452	-0.898599682053481	20.9762297308044	5.11507118393759e-67	7.15102069951472e-66	141.843337838196	AC012557.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.97958376914888	-2.22601323967492	10.6238022454217	1.81897529180969e-23	5.45692587542907e-23	41.9861909857545	LINC02086	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.97851701227306	-2.60587405426026	12.0661490151455	6.38792311656037e-29	2.29189959605541e-28	54.4769382656477	AC090907.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.97287883209787	-1.59042266327346	16.1117432303742	1.18015341633944e-45	7.6642457564561e-45	92.8059742444643	AC026202.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.97084353249425	-0.267362827708884	8.500608861534	3.48767989129102e-16	8.05373110779814e-16	25.2709076553084	AC106791.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.95994490952471	-1.16762365371286	14.4452696641662	1.44502418980448e-38	7.23276657965629e-38	76.5280403978801	AC010260.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.95859369861911	-2.38721762595343	13.6187224710545	3.85579378063499e-35	1.69392302622943e-34	68.7146468223317	AL359697.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.95754279489875	-0.229406644747697	5.19789097358614	3.17754008738993e-07	5.03228725893562e-07	5.03587685560018	LINC01876	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.95754062798033	-1.6862216395872	19.2182170333612	3.01232734675382e-59	3.10872182184995e-58	124.020138810856	AC096586.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.95604156542867	-0.801092001801951	19.0172289977224	2.32356166306624e-58	2.26981172175496e-57	121.94716623671	AC079921.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.95496735785893	-1.28805389041575	11.5272248684319	7.66242411306548e-27	2.57044440104963e-26	49.6511408154297	AC099066.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.95145726633127	-1.09911635888132	14.8649221457463	2.48513261417503e-40	1.33829342676067e-39	80.5687021622677	AC024896.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.95132455726035	-2.10912978557606	13.9172654308695	2.27333130451472e-36	1.05248193184548e-35	71.5223231519125	AC026124.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.94882474406824	-1.41575599771763	22.4665594596386	1.37317678616501e-73	2.48221383384478e-72	156.959812447092	AC004477.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.94741617008035	0.0059353606017556	15.7813590217451	3.11152380517999e-44	1.91551075034725e-43	89.4685010773594	AC010761.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.94605201348778	-0.387851603024414	8.83721881077217	2.86233538597284e-17	6.86090187955315e-17	27.762162677203	AC003991.1	4.64855401840067e-30	2.00481076949903	0.132	0.013	5.42021398545518e-26	tumor	tumor	1
1.94313638089259	-2.7389677592808	14.2159123764178	1.3106428257363e-37	6.33663430909644e-37	74.3825660220674	AC025165.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.94108712268016	-2.31484366287598	9.96489928362019	4.21572662653313e-21	1.15932482229661e-20	36.5930639686431	AC123912.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.94086996168603	-1.70675225123742	15.2811638912821	4.27213325432019e-42	2.41520202704396e-41	84.6453682956903	AC073487.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.93902849849624	-0.11197004130513	11.8230540786502	5.60793726470233e-28	1.94563887007643e-27	52.1894574319842	AL365361.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.93788750091601	-1.60026714991945	18.3691568240912	1.66975015059985e-55	1.46257744672913e-54	115.418493956315	AC005034.5	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.9304704093985	-0.984188170597464	17.9296712571538	1.42751158512839e-53	1.17088956028739e-52	110.960318759699	AC005253.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.93040344963715	-2.11613287416315	16.2840943743001	2.12831211618791e-46	1.40468599668402e-45	94.5294162609094	AC034198.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.92860273051626	-2.56807510119674	13.2733541236308	9.90807316114913e-34	4.17197501948683e-33	65.488978947437	AC007780.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.92809533324489	-0.836955408667685	10.4647632004095	6.89537630331673e-23	2.02159896165422e-22	40.6023518677874	AL591845.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.92674779590802	-0.530175622187791	17.7080979873133	1.33829218844511e-52	1.06388605904964e-51	108.70622426028	AC079142.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.92195065429865	-2.42587576912693	13.7528066674884	1.08422934146107e-35	4.84573680482914e-35	69.9794908326825	AC004918.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.92178140041068	-0.991708984880747	14.5077550373885	7.90921386714668e-39	4.00113172102715e-38	77.1152033820334	AC093535.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.91540791911224	-1.70948856288079	14.6914895907939	1.33800378462679e-39	6.94196479117154e-39	78.9201094469291	AC008543.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.91374145531827	-0.559042440551851	23.8216386068682	1.5895308391824e-79	3.822956374237e-78	170.579686463425	AL139011.1	9.1424429381338e-15	1.365316405001	0.19	0.052	1.0660088465864e-10	erythroid	erythroid	1
1.91320936168499	-2.32771727638326	13.2198447112818	1.6337176349193e-33	6.83848178156485e-33	64.9681264743294	AC092376.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.91232978732792	-1.29121846228952	7.37556215404284	9.05804062301893e-13	1.83096291225981e-12	17.5762600847511	LINC02605	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.90879751492026	0.30511250307012	19.1244345149936	7.81563837080645e-59	7.86552542423713e-58	122.985032476466	AL592148.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.90801188428358	0.830203929290156	14.4462152459989	1.43191386059586e-38	7.17980836814675e-38	76.4216628797633	AL139423.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.90330456995057	-2.43518094102813	14.7167433738577	1.04751417898687e-39	5.47485311227391e-39	79.1852522718367	AC087276.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.90327952996895	-1.22011083083448	12.8752246638504	4.01322337399964e-32	1.60869038635748e-31	61.7462403086684	LINC01116	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.90246894554195	-1.28702311185229	19.1587123752342	5.51614278123221e-59	5.59100471897751e-58	123.405035360984	AL031667.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.90153589609083	0.0797814888457692	14.3668857491711	3.07399152619536e-38	1.51721529588564e-37	75.7037145638643	AL161891.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.90142315845274	-0.202069680428831	19.2063342705712	3.39916261297286e-59	3.49522590420905e-58	123.840183569166	AL731566.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.89683292885282	-2.42981856603593	13.8886349309044	2.98524970016154e-36	1.37311809547138e-35	71.2642674392649	AC012360.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.89496994612768	0.540022422870362	23.1754535265035	1.06253431637228e-76	2.30188732050728e-75	164.042531225902	AC010226.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.89211096073868	-2.37836693640265	15.4327022020317	9.65790613439078e-43	5.65136857925794e-42	86.144215602565	AC004067.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.89123250954428	-1.17729474630397	17.5815795597399	4.79566030534381e-52	3.72879012234678e-51	107.462198385217	AC008937.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.89023151255924	0.0370166195359103	13.682007006837	2.11984519242713e-35	9.40018852516904e-35	69.1879619485815	BISPR	4.06496678823803e-11	2.53586127598751	0.12	0.045	4.73975127508554e-07	NK/T	NK/T	1
1.88671376453355	-0.792279558035532	14.1733584670233	1.97060158993706e-37	9.51116889836969e-37	73.9060079158567	AL031432.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.88587015642104	-1.32636734142886	13.5728254742405	5.9465071341909e-35	2.58440846046459e-34	68.2483006839384	AC079336.5	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.88093233034274	-0.59983693981438	11.8987990546358	2.85637496032529e-28	1.00700523446002e-27	52.896962266655	LINC01422	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.8798089831918	-1.62952316508316	10.1211347220678	1.18032843646991e-21	3.31332552196005e-21	37.8289283377916	AC025171.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.87897857905387	-1.94764058843933	14.1310605569452	2.95441261720748e-37	1.40918033741762e-36	73.5525558464304	AC116651.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.87769697596748	0.459088001306904	14.4480336489838	1.40703464111463e-38	7.06754745395277e-38	76.4620236105347	AC109460.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.87724832107827	0.986050959949921	22.8359580189901	3.27314968856928e-75	6.49594322808365e-74	160.607327762805	AC145207.5	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.87454239620379	-1.80735544783929	14.2414188161741	1.02621595974083e-37	4.98698783175423e-37	74.5978388514414	AC005828.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.87429281996147	-1.28072207495657	7.43629770785465	6.04763200627996e-13	1.22945412849732e-12	17.9922314649193	AL645608.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.8735409684441	0.582781958184101	12.1620667631798	2.69551002136349e-29	9.79495190861662e-29	55.1690168028027	LINC00882	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.86956092796175	-0.169060377956374	17.7959926096203	5.51017390631888e-53	4.4425777119696e-52	109.574780423362	AC004076.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.86948276529822	-1.92257577718012	17.891951134826	2.09001986394066e-53	1.70935918555146e-52	110.611347793152	AC093157.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.86948097368075	-2.52118554564162	19.4644835932829	2.46120558588724e-60	2.64579600482878e-59	126.536702405738	AL357140.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.86687545611538	-2.40713105983122	8.62799584159914	1.36436977428626e-16	3.2027141599871e-16	26.3209920225105	AC009495.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.86427901497541	-1.85812449180665	10.9023045123651	1.71730768655557e-24	5.35573540048869e-24	44.3234531679457	AC027601.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.8625569163736	-1.03076873308044	14.0481677755851	6.52555322008726e-37	3.06614570175623e-36	72.7265417861323	AC012291.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.86093000540343	0.210914452641471	17.1043791385823	5.83930112116842e-50	4.29324781913886e-49	102.602746605831	AC108449.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.86023734516899	-2.54838279873014	9.98546848151953	3.56758496307614e-21	9.83946173489803e-21	36.767410231393	AF241728.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.85777228100606	-2.34317707617828	15.2438514366391	6.15724108569618e-42	3.4602475645952e-41	84.299960414308	AP000640.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.85767898706155	-1.01618453834198	16.8205941168936	1.00507367070098e-48	7.10062128143537e-48	99.8294715911416	AL110114.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.85203677520359	-1.34452672473233	14.3875751669932	2.5190013585767e-38	1.24763103937883e-37	75.9687500277055	DNM1P35	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.85123963725627	-0.564596299971276	19.4958507639235	1.78878867029956e-60	1.96766753732951e-59	126.795701606572	AC021092.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.85090102327409	0.686795791784231	10.5318486878839	3.93580475608575e-23	1.16231153983053e-22	41.0603502671496	LINC01725	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.8496833515841	1.96245211889635	23.1220496230196	1.82104646156176e-76	3.85681332680022e-75	163.458153222146	AC092329.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.84869942466307	-0.0923205349712228	19.7839085397926	9.53922137450595e-62	1.1140868420102e-60	129.69852919431	LINC00852	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.84538951176491	-2.1681813546505	10.0781370267802	1.67749945939192e-21	4.69501327983655e-21	37.503033554715	FAM27E3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.84522153326802	-2.31695067009201	8.75656771606089	5.24122230524585e-17	1.24682220471817e-16	27.2637137256541	AC012236.1	8.94505169576967e-98	4.97488363755851	0.24	0.002	1.04299302772674e-93	B lineage	B lineage	1
1.8419810970005	-1.46984544646458	18.1086656079692	2.33531254504305e-54	1.99027537622588e-53	112.785313296398	AC007613.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.84074039476768	-0.665676044199438	12.8454090378839	5.28533382734272e-32	2.10671030926947e-31	61.4539816846868	AC018638.7	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.84034332517262	-1.09264791020671	12.3719670620202	4.03571085084074e-30	1.4971695940766e-29	57.1523426682082	AC007743.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.83770218804997	-0.571968740284087	12.2988144648498	7.83552866397275e-30	2.88420627086312e-29	56.4727975973598	AC027801.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.83477175375762	-2.1304262601872	14.3835450530905	2.61864102371936e-38	1.29472181625706e-37	75.9646087149661	LINC00598	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.8313260894565	-1.68790667919337	12.8301187410217	6.08626896868397e-32	2.41916405225842e-31	61.366907412885	AL021707.8	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.83010932851446	-1.09040157542624	6.52796762555103	1.96062760255004e-10	3.58521980414756e-10	12.3039608576897	AC002064.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.82956402585396	-2.02367206046622	5.31530436647464	1.74735306817248e-07	2.82724515819469e-07	5.72417708612552	AC061961.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.82432400365143	-0.722883067363927	18.5083572970983	4.07168846637657e-56	3.63378989546437e-55	116.788626554809	AC114980.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.82261686754237	-2.35388807576908	12.7781261485055	9.82861619222764e-32	3.87950107837859e-31	60.9123903315412	AC007684.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.82219066708248	-2.64561875761562	12.9496568761922	2.01592207421534e-32	8.12668586168058e-32	62.496149199814	AC011933.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.82177449779378	-1.67250640029424	13.5347151493719	8.51745911483618e-35	3.68483978169285e-34	67.9044909188962	AL139424.3	2.44566962252154e-11	1.25227080603991	0.109	0.011	2.85165077986012e-07	neutrophil	neutrophil	1
1.82159707146241	-1.37774924429146	6.57300991496802	1.49192989323389e-10	2.73874323221073e-10	12.5876739091141	AC104041.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.82124489796255	2.64806703046165	18.9505854521549	4.57329402738764e-58	4.3848001519345e-57	121.124362606994	CHROMR	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.81982759258318	-0.676277159929534	16.2273759568001	3.7413736959211e-46	2.45787466412595e-45	93.909524069124	C5orf66	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.81785436494537	0.0158010994449407	12.3476557017419	5.03231136014447e-30	1.8644516501423e-29	56.8808236496268	AC245884.8	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.81217956571452	-1.66669319892777	15.7128601216051	6.11971695064346e-44	3.75113535765143e-43	88.8754729232482	AL590714.1	4.34932518602414e-33	2.6304970542104	0.163	0.022	5.07131316690415e-29	tumor	tumor	1
1.81215794733678	-1.55806675967657	15.7058975835882	6.55500330699338e-44	4.00928866061362e-43	88.803049417477	AC084824.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.81213446786768	-2.6963337671715	12.4410646696654	2.15300557315509e-30	8.09301962465449e-30	57.8516396621239	AC104564.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.81023586868092	-1.44129172934025	13.1385507740995	3.48718799142497e-33	1.4489955372861e-32	64.1975508422857	AL161457.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.80986806177944	-2.50433706791124	12.6212775194879	4.15172987313266e-31	1.60307610611571e-30	59.4830678083452	AL022069.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.80832530478635	3.07923814259552	19.7786290267763	1.00658317444561e-61	1.17077174142485e-60	129.522248612296	AL157392.3	1.84866499708809e-12	1.04227754481607	0.231	0.082	2.15554338660472e-08	erythroid	erythroid	1
1.80778228619256	-1.17918606793025	10.9957143040265	7.72450717914039e-25	2.45214221190161e-24	45.0813770297929	AC092171.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.80671870386716	-1.39148476175941	13.2961950274899	8.00159384399486e-34	3.38933184018767e-33	65.6596078048483	AC025164.1	1.50696965188638e-06	1.1338869816914	0.109	0.035	0.0175712661409952	B lineage	B lineage	1
1.80634580452393	-2.2854744165871	15.3097477328682	3.22825406595886e-42	1.84713408048211e-41	84.9426310139003	AC007950.2	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.80456074174132	-2.53917635411293	13.6009945743411	4.55842340632297e-35	1.99334447259547e-34	68.5549228861711	AP003392.4	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.80433114612326	-2.71031248422661	13.7620210045878	9.93538391602131e-36	4.46856094352908e-35	70.0741057107613	LINC00562	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.80160425247739	-1.0370665679253	14.1242194222075	3.1542748947387e-37	1.49696189820542e-36	73.4499957551551	AC004908.1	NA	NA	NA	NA	NA	NA	Unknown	0.1
1.80030448525421	0.431802313404132	13.6868563439416	2.0247778104745e-35	8.99267515825765e-35	69.2221859454016	AC009812.3	NA	NA	NA	NA	NA	NA	Unknown	0.1
